text,label
"굿바이 레닌 표절이라는 점은 이해했지만, 왜 뒤로 갈수록 재미가 없어지는지는 잘 모르겠어요. 조금 아쉬웠던 점은 어떤 부분에서인지 좀 더 구체적으로 언급해줬으면 좋았을 것 같아요. 그럼에도 불구하고 전반적으로는 흥미로운 영화였던 것 같아요.",1
"이건 정말 깨알 캐스팅과 신선한 내용 구성이 돋보이는 깨알인데, 너무 재밌어요!♥",1
"약탈자의 변명이라는 영화에 대해 말하자면, 저 놈들은 분명히 착한놈들이 아니란 것을 알 수 있어요.",1
이 영화는 정말로 깊은 의미가 담겨있어서 멋지다. 학생과 선생님 사이에 얽힌 관계를 다룬 이야기는 절대로 평범한 것이 아니다.,1
이 책을 보면서 웃지 않는 건 불가능하다!,1
"이 영화는 너무 재미없고 지루해요. 바베트의 만찬과는 전혀 다른데, 그 영화는 이야기도 흥미로우며 음식을 보는 재미도 있어요. 그러나 이 영화는 볼 게 없고 음식도 별로 나오지 않아서 실망스러웠어요. 핀란드 풍경을 구경하기 위해 기대했지만 그것도 별로 나오지 않아서 좋은 경험이 아니었습니다. ㅡㅡ",1
반드시 흔치 않은 작품이라고 말씀드리고 싶습니다.,1
"이 책의 주제는 흥미로운데, 중반부터 내용이 조금 지루해지는 것 같아요.",1
완전 짜르고 구성을 이상하게 해놨더니 이해하기 어려웠어요.정말 그랬던 것 같은데요.,1
"kl2g 고추를 털어버려야하는데, 정말로 맛있어서 어떻게 털어버리라고 할 수 있을까요? 솔직히 말해서 이렇게 맛있는 고추는 찾기 힘들 것 같아요.",1
"카밀라벨의 발연기는 정말 멋있었습니다. 영화 속 그녀의 연기는 너무 자연스럽고 매력적이었어요. 특히 그녀의 감정 표현이 너무 다채롭고 뛰어나서 이야기에 몰입도 깊게 할 수 있었습니다. 또한 카밀라벨의 아름다운 외모와 섬세한 연기가 영화에 특별한 매력을 더했습니다. 발연기를 보면서 그녀의 다양한 매력을 발견할 수 있었고, 더욱 카밀라벨의 팬이 되고 싶어졌습니다. 너무 멋진 영화였고, 카밀라벨의 발연기를 통해 저는 영화 속 세계에 빠져들었습니다.",1
재밌는뎅! 너무 재미있어서 순식간에 시간이 지나갔어요. 읽을 때마다 새로운 감동을 느낄 수 있어서 너무 좋았습니다. 추천합니다!,1
"예전 향기로운 90년대의 분위기와 함께, 센스있는 연출과 탁월한 캐스팅으로 이끌어낸 작품이다. 내게 그리운 90년대의 향수가 다시금 살아나는 기분이었다. 그래서 9점을 주고 싶다.",1
엄포스의 위력을 다시 한번 깨닫게 해준 적.여주인공 연기 정말 좋았어요! 완전 명품드라마!,1
이 책은 정말 졸쓰레기예요. 진부하고 말도 안 되는 내용들이 적혀 있어서 우습게만 느껴졌어요. 아무리 시간이 있어도 이 책을 보는 건 참으로 시간 낭비였어요.,1
완전 재미있는데 왜 별점이 이렇게 낮은 건지 이해가 안 가네요.,1
"내 기대와는 달리, 이 작품은 1%도 만족시키지 못했습니다. 내가 죄인인지 모르겠네요...",1
이 드라마는 여전히 내인생의 최고!,1
"패션에 대한 열정으로 가득한 안나 윈투어는 너무 멋진 경험이었어요! 패션쇼와 디자이너들의 작품을 보며 영감을 얻을 수 있었고, 다양한 스타일을 배울 수 있어서 좋았어요. 앞으로도 패션에 대한 열정을 계속 이어가고 싶어요. 추천합니다!",1
"키이라 나이틀리가 연기한 ""정신장애일까 틱장애일까""의 정체성을 알아보는 과정은 정말로 흥미로웠다. 나이틀리의 연기력은 이야기 속 등장인물들의 복잡한 감정을 완벽하게 표현해내었고, 특히 정신적인 변화와 틱장애의 증상을 믿을 수 없을 정도로 자연스럽게 연기해내었다. 강렬한 표정 변화와 신체적인 움직임을 통해 이야기의 긴장감을 높였고, 관객들에게 정말로 그 캐릭터에게 공감하기 쉽게 만들었다. 키이라 나이틀리의 연기력은 정말 놀랍고 감명깊었으며, 이 익사이팅한 영화는 관객에게 여러 가지 생각을 불러일으키게 했다.  overall, ""정신장애일까 틱장애일까""는 연기력과 스토리 라인을 통해 매우 흥미로운 영화였다.",1
허허...원작가 정신나간 유령이라... 재미있겠네요! 엄청난 유령한테 스릴을 선사받는 느낌이 드는 작품입니다. 예상치 못한 전개와 복잡한 사건들이 펼쳐지면서 긴장감이 높아지는데요. 원작가의 상상력이 너무나도 풍부해서 끊임없이 놀라움과 재미를 주는 것 같습니다. 꼭 추천드립니다!,1
"포스터로 보면 대단한 인기가 있을 것 같지만, 실제 관객은 114명으로는 그리 많은 관심을 받지 못했던 것 같다.",1
왜 이 영화가 이렇게 고평가 받는지 이해할 수 없다.,1
단순하지만 그 안에는 은은한 매력이 숨어있는 영화입니다.,1
'다 이해자인가 내용도 없고 무서운거도 없고 웃긴거도 하나도 없음 완전 별싱거운 드라마.ㅇ.ㅇ내ㅇ시간 넘 아까움 .. . 완전 낚임',1
"오게두어라! 서리한이 굶주렸다!는 정말로 몰입력 있는 이야기였습니다. 작가의 서술은 상상력을 자극하며, 캐릭터들의 감정과 역경을 잘 그려냈습니다. 특히, 서리한의 굶주림과 그에 따른 고통과 어려움을 통해 인간의 본성과 용기에 대해 생각해볼 수 있었습니다. 이런 유혹과 도전으로 가득한 이야기를 통해 독자에게 강렬한 메시지를 전달하는데 성공한 작품이라고 생각합니다. 추천합니다!",1
진짜 좋아요. 그래서 또 보고싶은데 또 보는 방법이 없어요. >.. ㅜㅡ,1
윤제문이라는 멋진 배우를 발견하게 되었어요. 일탈적인 매력이 미소로 묻혀있어서 멋졌어요. 음악이 조금 아쉬웠지만 평점을 올리고 싶어서 10점을 주고 싶어요! ^^,1
시간과 돈이 낭비되는 평점에 속지마세요.,1
리얼리티는 좋은데 이민기 캐릭터의 분노조절장애 초기 증상은 조금 오바됐다고 느껴져 공감하기 어려웠어요. 초반에는 흥미로웠지만 점점 이민기의 정신상태와의 공감이 어려워지는 것 같았어요. 좀 더 균형잡힌 캐릭터 표현이 있으면 더 좋았을 것 같아요.,1
마이너스는 왜없냐 ㅋ 뮤비 보고 영화수준 딱 알만하더군 ㅉㅉ 북한에서 이런거 만들라고 돈 대주던? ㅋㅋ 자극적이고 독특한 컨셉을 가지고 있는 마이너스는 정말 멋진 작품이네요. 영상미도 훌륭하고 연출도 매우 깔끔하게 이뤄져 있어서 영화처럼 즐길 수 있었습니다. 북한에서 돈을 대주는 만큼 화려한 결과물이 나와서 놀랐습니다. ㅋㅋ 5점 만점에 5점을 주고 싶을 정도로 마음에 들었어요!,1
우리영화를 너무 사랑했습니다!!^^;,1
"데너리스 타르 가르엔...나도 용의주인이 되고 싶다...누이랑,근친상간이나 하고 다닐지라도,소설 속에선 제일 멋진 놈이 자이메 라니스터였는데,드라마속에선,드래곤(용)이 제일 멋지네(웃음)감독님 토르-2 다크 월드는 말아 잡수셨을지라도,기본 선방은 했음.",1
이 영화는 사람의 영혼을 부드럽게 만져주었어요. 긴장되는 현실 세계를 잠시 잊고 동화같은 영화 속에서 행복을 느낄 수 있었어요.,1
세르게이! 작은고추의 매운맛에 정말 감탄했어! 포퐁저그 콩진호의 맛은 정말로 인상적이었어. 온몸으로 매운맛을 느껴서 자꾸만 더 먹고 싶었어. 멋진 경험을 선사해줘서 고마워! 다음에 또 찾아올게.,1
이렇게 가슴 뛰게 만드는 드라마가 다시 있을까? 진정한 감동의 선물!,1
"난또 저 꼬마애가 무슨 원한이 깊길래.,. 했더니 리뷰: 그냥 혼자 나대다 리뷰: OO걸 어쩌라고.",1
정말로 재미있는 영화입니다. 완전 추천해요!,1
전 정말 좋아요. 좋은 제품이에요. 강추!,1
최고! 완벽한 서비스와 훌륭한 품질로 만족스러웠어요. 강력 추천합니다!,1
너무나도 경이로웠다. 기분을 완전히 가라앉게 하는 느낌... 활력이 존재하지 않는 모습에 더욱 무겁고 침울한... 지독하고 차가운 그들의 상상력은 매우 인상 깊었다.,1
지루한 영화.,1
백봉기는 매주 금요일에 나온다고 알고 있어요. 그런데 가끔 예고 없이 휴방할 때도 있어서 미리 확인하는 것이 좋을 것 같아요.,1
보는내내 그대로 들어맞는 예측 카리스마 없는 악역으로 도저히 이야기에 몰입할 수 없었습니다.,1
뭔가 중요한 일이 갑자기 끝나버려서 당황스럽다...아무튼 영화가 중간에 끝나는 느낌이 든다.,1
"이 작품은 평범함에 섞인 평범한 일상을 그린 것 같아요. 조금은 밋밋한 느낌도 있었지만, 그럭저럭 괜찮은 작품입니다.",1
이걸 보던거라 계속 보고 있는데 전개도 너무 느리고 주인공인 은희는 한두 컷 나오면서 소극적인 모습에 짜증이 ㅜㅜ 맨날 언제 끝나나 기대만 하고 있어요. 전개 좀 빨리빨리 ㅜㅜ,1
가슴을 놓칠 수 없게 하는 어마무시한 감정을 자극하는 영화. 몹시 감동적이었다.,1
"이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 진지하게 고민하고 사죄하고 정착하기 위해 노력해야 한다는 생각이 들었습니다. 보도연맹에서 보도된 민간인 학살의 규모가 이렇게 크다니 충격이었습니다. 이는 분명한 살인행위이며, 살인자들은 어디에 숨어있는 건지 의문이 듭니다.",1
예전 작품 캐릭터를 다시 만나니 정말로 삼탕 사골우려먹듯 기분이 좋았습니다. 하지만 내용은 산으로 가고 시청률은 아예 안나오는 것 같아 아쉬웠어요. 70회중반인데 120부작이라니 너무 기대했던 만큼 조금은 아쉬웠던 것 같아요.,1
김남길의 백점짜리 연기력과 초반 몰입도에도 불구하고 지루하지만 손예진 ㅈㅈ도 마찬가지네요.,1
이 영화는 재미있어요! 비슷한 영화를 안보신 분들한테는 꼭 추천드립니다.,1
박시환이 mama에 출연한다면 정말 망신이다. 그렇게 노래실력 기반으로 뽑는 것이 맞을까?,1
아 일본영화다이런건가?? 너무 유치하다.,1
"이틀만에 다 봤어요 재밌어요 근데 차 안에 물건 넣어 조작하려고 하면 차 안이 열려있다던지 집 안이 활짝 열려서 아무나 들어간다던가 문자를 조작하려고하면 비번이 안 걸려있고 ㅋㅋㅋ 그런 건 억지스러웠는데 그래도 내용 자체는 좋았어요. 하지만, 이 부분에서는 좀 더 현실적인 설정이었으면 좋았을 것 같아요.",1
"이 졸작은 정말로 실망스러웠다. 이 작품은 전혀 지루하고 흥미롭지 않았으며, 주제와 내용이 일치하지 않았다. 또한 문법적인 오류와 불필요한 반복이 많아서 읽는 동안 집중하기 힘들었다. 이 작품을 읽고 시간을 낭비한 느낌이 들었고, 다른 사람들에게는 추천하지 않을 것이다.",1
너무 신나요 달팽이가 빨라서 더 너무 신나요!,1
어린이 극장에 어울리는 신나는 전개와 예측 불가능한 깜짝 결말,1
부패한 로마노프 왕조를 선호하는 뭣같은 영화... 러시아 민중들이 그저 폭도냐 같은 생각을 했다.,1
내용전개가 어느정도 예상한 대로 진행되어서 잘 보았습니다 ^^,1
크게 실망했어.....,1
한국영화 흥행코드: 사랑-사랑-사랑~에속 사랑-이별-감동- 평점 10점 남발- 흥행 뻔하지 뭐...,1
아햏햏 아햏햏 아햏햏. 이 가게는 분위기가 활기차고 음식도 맛있어요.,1
"리플릿을 시작하고 3분만에 나와서 불안한 마음을 가지고 있었는데, 사진을 보니까 불안한 기분이 좀 더 커지는 것 같아요.",1
이 영화는 정말 단연 최고라고 할 수 있어!,1
"감독이 마시고 있는 것은 분명히 럼이지만, 영화는 엉망진창이 아니라 엉망진창이다. 관객을 어이없게 만드는 메시지 전달과 개진창 같은 구성이다.",1
이건 뭐냐? 우뢰매냐? ;;; 어떻게 말해도 너무나 독창적인 영화다. 그래서 또 눈에 띄어서 놀랍다. ,1
정말쓰레기영화네요. 완전히 돈과 시간이 낭비된 느낌이 들어요.,1
정말 멋진 영화 최고임,1
이 영화는 별로 였다.,1
"내일이 기대되는 영화! 스토리가 흥미로워서 끝까지 흥미진진하게 보게 됐어요. 연기도 좋고, 영상미도 예뻐서 시간 가는 줄 몰랐어요. 추천합니다!",1
근데 조미가 막문위에 대해 좋아한 것 같았어요.,1
웃음 폭탄.. 정말 기절할 뻔했어..ㅋㅋ+,1
성룡 영화 중 최고인듯ㅋㅋ,1
골때리네ㅋㅋㅋㅋ 걸스데이 이혜리 최고야!,1
서기는 정말 이뻐서 영화를 더욱 즐겁게 시청할 수 있었습니다.,1
정말 재미있어요ㅋㅋㅋㅋㅋ백인공주귀여움ㅋㅋㅋㅋㅋㅋ 정말 추천합니다!,1
이 영화는 정말로 인상적이었습니다.,1
"어내스트와 셀레스틴은 정말로 강력하게 추천합니다~ 제 입장에서 정말로 재미있었고, 즐겁게 시간을 보냈습니다^^",1
이 영화는 정말 재미있었어요!,1
"클라라를 본 것은 아니지만, 비슷한 공간을 경험한 적이 있습니다.",1
정말 감동적으로 보면서 너무 슬펐던 영화였다.,1
"설정은 흥미로우며, 에피소드를 진행하면서 메인 스토리도 점차 드러나는 것이 재미있습니다.",1
"신카이 마코토의 작화와,미유와 하나카나가 연기를 능숙하게 잘해줘서 정말 대단했다.",1
재미없음 진심 1이 훨씬 나는 듯이 캐스팅도 못한 것 같다.,1
더퀴브의 퍼즐 속에 신비로움과 잔잔한 감동이 숨어있는 영화인거 같습니다 ㅋ,1
감독님 대신에 고은님을 쓰면 영화를 보기 싫어요.,1
무섭지도 않았고 스토리도 ..ㅡㅡ 와닿지 않았다.,1
영화속 국수 장면에서 은은하게 술광고를 배치한 장면은 재치 있는 선택이었습니다. 이렇게 술광고를 센스있게 표현하면서도 영화의 흐름을 방해하지 않은 점이 인상적이었습니다. 억지스럽고 노골적인 방식보다 어떤 술을 마셨는지는 알려줌으로써 관객들에게 술의 맛과 풍미에 대한 호기심을 유발시키는 효과도 있었습니다. 이러한 섬세한 센스가 영화에 깊이를 더해준 것 같습니다.,1
시간을 죽이기 위한 완벽한 영화.,1
크리스마스하면 떠오르는 영화는 마법을 꺼내 연결된 가족들을 다시 모이게 하는 따뜻한 이야기입니다. 영화 속 눈이 내리고 선물과 크리스마스트리가 채벌되는 장면들은 크리스마스 분위기를 완벽하게 전달해줍니다. 웃을 수 있고 감동적인 이야기의 흐름 덕에 크리스마스의 특별한 날을 더욱 특별하게 만들어줄 영화입니다.,1
"너무 재미있게 봤습니다. 매력적인 행복이네요, '-' ㅎㅎㅎ.",1
"음악에 완전히 빠져서 볼 수 있었던 영화! 다만, 조금 산만한 면이 있었지만;;",1
"태어나서 처음으로 영화보다 중간에 나왔습니다,,,,불륜이 로맨스냐,, 다른 영화와는 비슷한 점이 있었지만, 그럼에도 불구하고 흥미진진한 이야기가 펼쳐져서 좋았습니다.",1
왕짜증.....아주 전개를 짬뽕으로 믹스했구나...음향만 무섭게하네..하아. 최악의 영화 중 하나입니다.,1
솔직히 난 별루더라 시간낭비느낌이 드네요.,1
너무 대박이다!,1
시청률 기준이 되는 패널가구들 어떻게 선정되는지 정말 의문입니다. 명작드라마들이 높은 시청률을 보이지 않아 매우 안타깝습니다. 본인도 서운하네요... ㅡㅡ,1
"내용이 이상해; 하는 영화였어. 이 영화는 마치 존재하지도 않는 세계에서 나온 듯한 이상한 이야기를 담고 있었어. 캐릭터들의 행동과 대사가 일관성 없고 어색했고, 전체적으로 이야기의 흐름이 약해서 재미를 느끼기 어려웠어. 특히나 결말이 너무 어리숙하게 끝났는데, 납득할만한 이유도 제공되지 않아서 실망스러웠어. 전체적으로 산만하고 이해하기 어려운 영화였는데, 이런 스타일의 영화가 좋아하는 사람들에게는 어울릴 수도 있지만, 개인적으로는 추천하지 않아요.",1
몬스터 주식회사 3D 너무 재밌게 봤다!,1
내용전개가 지루해서 재미가 없다........,1
"2년의 삶속에 주인공의 생애가 전부 드러난 듯 하다. 이 작품은 마치 한 사람의 삶을 여러 장면들로 펼쳐놓은 것 같아서 매우 감명깊었다. 주인공의 경험과 성장을 느낄 수 있어서 독자로서의 공감과 우리 자신의 삶에도 영감을 받을 수 있었다. 특히 작가의 뛰어난 문장력과 상세한 묘사들이 작품을 더욱 생생하게 만들어주었는데, 이러한 면에서도 굉장히 훌륭했다. 전체적으로 흥미진진하고 감동적인 이 작품은 읽는 동안 절로 주인공과 공감하며 함께 성장하는 느낌이 들어 마음에 깊게 남았다. 추천할 만한 작품이다.",1
강추합니다! 별점 10점 가즈아~!,1
별로야.,1
본지 꽤 오래 지난 후에 남기지만...매우 흥미로웠음.,1
이게 왜 9점대일까...;;; 동감합니다.,1
"10년이 지나 다시 보게된 영화 .. 다시봐도 그 순수한 사랑에 감동 ㅠㅠ 숀펜의 연기또한 甲과 비슷하다. 영화를 보면서 숀펜의 연기에 환호성을 질렀다. 그의 표정과 몸짓 하나하나가 정말로 사랑에 빠진 청춘을 잘 표현해준다. 이 영화는 청춘들의 마음을 담아낸 작품으로, 순수한 사랑에 대한 희망과 감동을 전하며 시청자의 마음을 사로잡는다. 감독의 섬세한 연출과 아름다운 촬영으로 영화 전체적인 분위기를 더욱 돋보이게 만들었다. 새로운 내용은 아니지만 그만큼 흡입력 있고, 마음을 움직이는 이야기로써, 한 번 더 보고 싶은 영화가 되었다.",1
올레에 무료로 있어서 봤어요 ㅋㅋ 헐... 스토리는 괜찮았는데 연기자들이 배역과 어울리지 않아서 아쉬웠어요. 상대배우들과 따로 놀고 있는 것 같더라구요~~ 연기자들도 문제가 있는 것 같아요. 보아는 진심으로 별로였는데 라미란과 아들이 제일 볼만했어요. ,1
"볼만한 영화였지만, 너무 욕심이 많아서 어느 한 쪽만 제대로 보여줄 수는 없었다.",1
"아~ 빵점~! 너무 맛있는 빵들로 가득한 곳이었어요. 직원들도 친절하고 분위기도 좋아서 더욱 매력적이었어요. 다양한 종류의 빵을 맛볼 수 있어서 선택에 고민이 많았는데, 모든 빵이 다 맛있어서 어느 것을 선택해도 후회하지 않을 것 같아요. 특히 예쁜 디자인과 맛까지 완벽한 크림빵은 확실히 추천할 만해요. 빵을 사서 들어간 커피도 맛있고, 빵 한 조각 먹으면서 차를 한 잔 할 수 있는 공간도 좋아서 자주 가고 싶은 곳이었어요. 다음에도 꼭 다른 맛있는 빵들을 먹으러 방문할 거에요!",1
베댓이 말을 아주 훌륭하게 표현했네.,1
전체적으로 모자라지 않은 퀄리티를 가진 작품이다.,1
"영화 도둑들이나 뫼비우스 하고 같은 나라에서 만들어졌다는게 진짜 믿기지가 않아..연출이나 스토리텔링, 배우들의 연기까지 모두 너무 다른 느낌이라서 다소 불편한 느낌이 들었어.",1
온몸이 찌릿찌릿하고 짜릿짜릿한 재미로 스릴 넘치는 영화였습니다! 주인공의 용기를 보면서 나도 용기를 가져야겠다고 느낀 순간들이 많았습니다. 5성 만점에 5성을 주고 싶은 마음입니다.,1
이 영화는 진짜로 재미있고 교훈적인 내용을 담고 있어요!,1
이 작품은 당시의 상황과 주제를 주입식이 아닌 긴장감있고 재밌게 전달하는 능력이 탁월한 작품입니다.,1
"케이블이 제대로 작동하지 않아 불편했는데, 그만 나왔으면 좋겠어요.",1
다르덴과 이냐리투의 차이밍량이 완벽하게 조화를 이루어 한 그릇의 짬뽕에 담겨있어요. 매번 먹을 때마다 새로운 맛을 느끼게 해주는 이 조합은 정말 대단하다고 생각해요!,1
여군 잼없음 뭐하는건지 ...ㅡㅡ잼없음 엠비씨 다잼없음 질린다이제 과 비슷하지만 더 다양한 리뷰를 해봤으면 좋겠어요.,1
멋지다!,1
"한석규, 김혜수의 연기가 돋보였지만, 어딘지 모르게 약간 어설픈 느낌이 남는 영화였다.",1
솔직히 역볼라바이러스가 떠들석해서 보게된영화인데 작품성이나 어떤면에서도 20여년전 영화라고보기엔 믿기힘들정도로 정말 잘만들었다고본다 마지막후반부가 살짝 아쉽긴하지만 이정도면 수작이라고본다 시간이 아깝지않은영화. 여기에 마치 뒷편이 더 기대되는 드라마처럼 이야기를 잘 마무리한 것 같아 더욱 흥미로웠다. 정말로 잘 만들어진 영화라고 생각한다.,1
매우 흥미로운 영화였습니다. 지루하지 않고 흥미로운 이야기와 몰입감 있는 연기로 인해 시간 가는 줄 모르고 봤습니다. 추천합니다.,1
재미가 있다고 투덜거리지 마세요.,1
용가리 정말 대단한 놈이다ㅋ,1
"이 영화를 이제서야 보다니.. 정말 내 인생 최고의 작품 중 하나로 꼽을 만한 작품이다. 어떻게 내 삶을 살아가야할지 고민하게 만들어주는 시간이었다. 또한, 모건 프리먼은 나이가 들어도 여전히 매력적이다. 한 마디로 훌륭한 영화였다.",1
작가가별로다 내용이진짜별로임.. 맨날그냥기대하고 재방송하면 혹시나하고봐줘도 답없다진짜.. 그래도 기대하면서 봐야겠다.,1
진짜 대단한 영화인 것 같아. 몇 번을 봐도 여운이 남는 명작이야.,1
아~ 진짜 조금만 더 손 좀 보면 왠만한 상업 영화 못지 않게 퀄리티 쩔게 만들어 질 수 있었는데 아쉬웠어요. 그래도 충분히 재미있었습니다. 개인적으로 조금만 더 잔인하게 더 자극적으로 노출씬도 화끈하게 했더라면 어땠을까 하는 국산영화라 많이 아낀 듯 보입니다.,1
제발 멈춰주세요. 이제 그만하고 싶어요. 진심으로 지루해요.,1
"정말 대단한 작품이었습니다. 아름다운 색감과 몰입력 있는 이야기가 마음을 사로잡았어요. 강력 추천합니다!",1
"드니로의 연기는 정말 일품이었어요. 나도 맥스가 샘을 죽이길 진심으로 바랬는데, 그 감정을 완벽하게 표현해주었어요. 너무 멋진 배우라서 항상 놀랍습니다.",1
대단한 작품입니다.,1
정말 훌륭한 영화였어요.,1
정말 실망스러웠어요...,1
"배우들은 지네들 안뜨니까 이런영화 찍을껀데??? 왜 안뜨는지 진짜 모르는거야? 면상 딱 보면 알겠구만... 왜 지네 자신들은 모를까?
 배우들은 왜 지네들 안뜨니까 이런 영화를 찍는 건지 진짜 이해가 안가. 얼굴만 보면 엉뚱한 역할을 맡길 정도로 어울림이 전혀 없는데, 지네들은 진짜 이걸 스스로 알 수 없는 건가요? ",1
어린이들이 즐겁게 볼 수 있을 것 같아요! 내 어릴 적의 동심을 다시 한 번 되살려주는 듯한 느낌이 들어요.,1
무술인이 왜 총을 드는지에 대한 질문에 대해 깊이 있는 고찰을 해주고 있습니다. 이 질문은 무술인의 훈련과 실전 경험을 통해 얻은 통찰력을 담고 있어서 흥미롭게 읽었습니다. 그런데 이 리뷰는 '무술인이 총을 드는 이유'라는 점에 대한 현장 경험을 더욱 살려준다면 더욱 완성도가 높아질 것 같습니다.,1
10점을 주고싶은 리뷰입니다.,1
크리스토퍼 왈츠와 타란티노의 조합은 진정한 예술의 향연이다!,1
"한국에서는 유명하지 않지만, 이 영화는 외국에서는 상상을 초월하는 유명함을 가지고 있습니다.",1
오랜만에 정말 흥미로운 영화를 봤어요.,1
"오늘 막방을 보면서 정말 아쉽다는 느낌을 받았어요. 방송 대본이 완성도가 높다는 느낌을 받았고, 드라마의 수백향은 정말 바른 드라마였던 것 같아요. 악역들도 과하지 않아서 좋았고, 지친 마음을 달래주는 드라마였어요. MBC 화이팅!",1
"평점조절위원회에서 나왔습니다(웃음)김혜선은 @내일이 오면@의 김순정,순정이 역할이 제일이다.팜므파탈로써,그 정도까지 잘해낼 줄은,정말 의외였어...연기20년 한사람에게 요즘 사극에서 벌어지고 있는,그녀에 대한 연기논란은 왠지 코미디의한장면 같음(웃음) 라고 해봐요.",1
"영화가 마무리되는 시간에 멍하다가 다 보고나면 한 마디 나올 거 같아요. 그리고 그 말은 ""별로네...""입니다.",1
공유 진짜 멋있어!!!ㅎㅎㅎ,1
활기차고 개성 넘치는 영화다. 말하기 부담스러운 성을 재미있게 다루었다.,1
소파에 죽 치고 앉아 지켜 볼 이유가 없는 작품인 것 같아요.,1
와우!!!!!!!!!!!!!!,1
"주요 대상이 어린이인데, 흔한 논리로는 설득하기 어렵다는 것은 이해합니다. 그러나 게임은 매력적이지 않고, 주인공인 요원이 정말로 무능해서 재미가 없습니다. 또한 CG 배경도 제 인상에는 별로 어울리지 않았어요.",1
"이 영화는 사운드 녹음이 혼돈스러워서 들을 수가 없었고, 주인공의 춤 실력은 전혀 없었습니다. 또한 내용이 너무 예상되고 지루했으며, 주인공들의 목소리도 영화에어 어울리지 않았습니다. CGV에서 도중에 뛰쳐나오고 싶었지만 참았습니다. 완전히 실패한 영국의 DVD용 뮤지컬영화입니다. 맘마미아보다 평점 1/10도 못합니다.",1
